datetime,latitude,longitude,depth,magnitude1,magnitude2,max_intensity,district_id,region_id,description,time,time_diff_day
2007-12-21 16:24:34,51.35833333333333,178.975,30.0,6.1,,,9,,"ANDREANOF IS., ALEUTIAN  USGS",2007-12-21 16:24:34,0 days 23:29:19
2008-01-06 14:14:20,37.215,22.691666666666663,75.0,6.1,,,9,,SOUTHERN GREECE          USGS,2008-01-06 14:14:20,15 days 21:49:46
2008-01-09 17:26:45,32.28666666666667,85.165,10.0,6.3,6.4,,9,,XIJANG                   USGS,2008-01-09 17:26:45,3 days 03:12:25
2008-02-10 21:22:02,60.79666666666667,25.585,8.0,6.4,6.5,,9,,SOUTH SANDWICH ISLANDS   USGS,2008-02-10 21:22:02,32 days 03:55:17
2008-02-14 04:58:46,8.156666666666666,128.64333333333337,19.0,6.4,6.1,,9,,TIMOR SEA                USGS,2008-02-14 04:58:46,3 days 07:36:44
2008-02-14 19:09:22,36.5,21.67,29.0,6.2,6.6,,9,,SOUTHERN GREECE          USGS,2008-02-14 19:09:22,0 days 14:10:36
2008-02-20 17:08:30,2.7666666666666666,95.96333333333334,26.0,6.5,7.5,,9,,OFF N SUMATERA W COAST   USGS,2008-02-20 17:08:30,5 days 21:59:08
2008-02-25 17:36:33,2.485,99.97166666666666,25.0,6.4,7.3,,9,,"S SUMATERA, INDONESIA    USGS",2008-02-25 17:36:33,5 days 00:28:03
2008-02-26 06:02:18,2.245,99.80666666666669,25.0,6.2,6.6,,9,,"S SUMATERA, INDONESIA    USGS",2008-02-26 06:02:18,0 days 12:25:45
2008-02-27 15:54:21,26.875,142.73833333333334,38.0,6.6,5.8,3.0,8,333.0,NEAR CHICHIJIMA ISLAND   NPS,2008-02-27 15:54:21,1 days 09:52:03
2008-03-03 18:30:59,46.21333333333333,153.74,30.0,6.9,6.6,,8,324.0,KURILE ISLANDS REGION    NPS,2008-03-03 18:30:59,5 days 02:36:38
2008-03-03 23:11:14,13.35,125.63,24.0,6.4,,,9,,PHILIPPINE ISLANDS REG.  USGS,2008-03-03 23:11:14,0 days 04:40:15
2008-03-15 07:32:07,27.10333333333333,143.155,66.0,6.6,5.6,3.0,8,333.0,NEAR CHICHIJIMA ISLAND   NPS,2008-03-15 07:32:07,11 days 08:20:53
2008-03-21 07:32:57,35.49,81.46666666666667,10.0,6.3,7.3,,9,,"S XINJIANG PROV., CHINA  USGS",2008-03-21 07:32:57,6 days 00:00:50
2008-04-09 21:46:12,20.07,168.89166666666668,33.0,6.3,7.3,,9,,LOYALTY ISLANDS          USGS,2008-04-09 21:46:12,19 days 14:13:15
2008-04-12 09:30:12,55.66333333333333,158.45166666666665,16.0,6.8,7.1,,9,,MACQUARIE ISLAND REGION  USGS,2008-04-12 09:30:12,2 days 11:44:00
2008-04-16 07:59:51,51.85333333333333,179.35666666666663,10.0,6.1,6.4,,9,,"ANDREANOF IS., ALEUTIAN  USGS",2008-04-16 07:59:51,3 days 22:29:39
2008-04-24 03:28:44,22.921666666666667,121.81333333333332,44.0,6.3,5.5,,8,311.0,TAIWAN REGION,2008-04-24 03:28:44,7 days 19:28:53
2008-04-29 03:33:34,19.94,168.95166666666665,32.0,6.2,6.2,,9,,VANUATU (NEW HEBRIDES)   USGS,2008-04-29 03:33:34,5 days 00:04:50
2008-05-02 10:33:37,51.86333333333333,177.52666666666667,14.0,6.3,6.8,,9,,"ANDREANOF IS., ALEUTIAN  USGS",2008-05-02 10:33:37,3 days 07:00:03
2008-05-08 01:02:00,36.23,141.94833333333332,60.0,6.4,6.1,3.0,3,112.0,FAR E OFF IBARAKI PREF,2008-05-08 01:02:00,5 days 14:28:23
2008-05-08 01:16:34,36.27333333333333,141.97833333333332,18.0,6.3,5.6,2.0,3,112.0,FAR E OFF IBARAKI PREF   NPS,2008-05-08 01:16:34,0 days 00:14:34
2008-05-08 01:45:18,36.22666666666667,141.60666666666663,51.0,7.0,6.3,5.0,3,112.0,FAR E OFF IBARAKI PREF   NPS,2008-05-08 01:45:18,0 days 00:28:44
2008-05-10 06:51:29,12.515,143.18,76.0,6.1,,,9,,SOUTH OF THE MARIANAS    USGS,2008-05-10 06:51:29,2 days 05:06:11
2008-05-12 15:28:01,31.001666666666665,103.32166666666669,19.0,6.9,8.1,,9,,"SICHUAN, CHINA           USGS",2008-05-12 15:28:01,2 days 08:36:32
2008-06-01 10:57:23,20.06833333333333,121.505,82.0,6.2,6.3,1.0,8,341.0,PHILIPPINE ISL REGION,2008-06-01 10:57:23,19 days 19:29:22
2008-06-04 01:20:50,10.508333333333333,161.27166666666668,84.0,6.2,,,9,,SOLOMON ISLANDS          USGS,2008-06-04 01:20:50,2 days 14:23:27
2008-06-08 21:25:29,37.961666666666666,21.525,16.0,6.2,6.3,,9,,SOUTHERN GREECE          USGS,2008-06-08 21:25:29,4 days 20:04:39
2008-06-14 08:43:45,39.028333333333336,140.88,8.0,7.2,6.6,6.5,2,49.0,SOUTHERN IWATE PREF      NPS,2008-06-14 08:43:45,5 days 11:18:16
2008-06-23 08:56:30,67.69666666666667,141.275,18.0,6.1,5.6,,9,,"EASTERN SIBERIA, RUSSIA  USGS",2008-06-23 08:56:30,9 days 00:12:45
2008-06-30 15:17:44,58.22,22.1,19.0,6.1,6.7,,9,,SOUTH SANDWICH ISLANDS   USGS,2008-06-30 15:17:44,7 days 06:21:14
2008-07-05 11:12:04,53.88166666666667,152.885,633.0,6.8,,2.0,9,,SEA OF OKHOTSK           USGS,2008-07-05 11:12:04,4 days 19:54:20
2008-07-06 18:08:20,45.395,151.28833333333333,30.0,6.1,6.5,1.0,8,324.0,KURILE ISLANDS REGION    NPS,2008-07-06 18:08:20,1 days 06:56:16
2008-07-08 16:42:10,27.465,128.54666666666665,45.0,6.1,6.0,5.0,7,294.0,NEAR OKINAWAJIMA ISLAND  NPS,2008-07-08 16:42:10,1 days 22:33:50
2008-07-13 23:58:28,20.966666666666665,121.09833333333331,0.0,6.1,6.0,,8,341.0,PHILIPPINE ISL REGION,2008-07-13 23:58:28,5 days 07:16:18
2008-07-15 12:26:34,35.8,27.86,52.0,6.5,,,9,,DODECANESE ISLANDS       USGS,2008-07-15 12:26:34,1 days 12:28:06
2008-07-19 11:39:28,37.52,142.26333333333332,32.0,6.9,6.4,4.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2008-07-19 11:39:28,3 days 23:12:54
2008-07-19 18:27:01,11.04,164.49166666666667,11.0,6.1,6.4,,9,,SANTA CRUZ ISLANDS REG.  USGS,2008-07-19 18:27:01,0 days 06:47:33
2008-07-21 20:30:26,37.135,142.34,27.0,6.1,6.3,4.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2008-07-21 20:30:26,2 days 02:03:25
2008-07-24 00:26:19,39.73166666666667,141.635,108.0,6.8,6.6,6.0,2,48.0,NORTHERN IWATE PREF      NPS,2008-07-24 00:26:19,2 days 03:55:53
2008-08-05 05:45:13,5.915,130.195,174.0,6.1,,,9,,BANDA SEA                USGS,2008-08-05 05:45:13,12 days 05:18:54
2008-08-25 22:21:58,30.9,83.52,12.0,6.2,6.5,,9,,XIJANG                   USGS,2008-08-25 22:21:58,20 days 16:36:45
2008-08-30 15:54:07,6.145,147.25666666666666,75.0,6.1,,,9,,"E NEW GUINEA REG.,P.N.G. USGS",2008-08-30 15:54:07,4 days 17:32:09
2008-09-09 03:52:06,13.5,166.96666666666667,110.0,6.4,,,9,,VANUATU (NEW HEBRIDES)   USGS,2008-09-09 03:52:06,9 days 11:57:59
2008-09-10 20:00:34,26.741666666666667,55.82666666666667,12.0,6.1,6.0,,9,,SOUTHERN IRAN            USGS,2008-09-10 20:00:34,1 days 16:08:28
2008-09-11 09:00:02,1.885,127.36166666666666,96.0,6.2,,,9,,"HALMAHERA, INDONESIA     USGS",2008-09-11 09:00:02,0 days 12:59:28
2008-09-11 09:20:51,41.775,144.15,31.0,7.1,6.8,5.0,1,28.0,SE OFF TOKACHI           NPS,2008-09-11 09:20:51,0 days 00:20:49
2008-09-30 00:19:31,29.755,177.68166666666667,36.0,6.5,6.7,,9,,"KERMADEC ISL., N.Z.L.    USGS",2008-09-30 00:19:31,18 days 14:58:40
2008-10-06 00:52:49,39.531666666666666,73.82333333333334,27.0,6.4,6.9,,9,,TAJIKISTAN-XINJIANG      USGS,2008-10-06 00:52:49,6 days 00:33:18
2008-10-19 14:10:33,21.861666666666668,173.81833333333333,29.0,6.8,7.0,,9,,TONGA                    USGS,2008-10-19 14:10:33,13 days 13:17:44
2008-10-20 13:54:19,0.0983333333333333,120.66166666666666,102.0,6.1,,,9,,"MINAHASSA PEN.,SULAWESI  USGS",2008-10-20 13:54:19,0 days 23:43:46
2008-10-29 08:09:57,30.63833333333333,67.35,15.0,6.3,6.6,,9,,PAKISTAN                 USGS,2008-10-29 08:09:57,8 days 18:15:38
2008-10-29 20:32:43,30.596666666666668,67.455,14.0,6.2,6.6,,9,,PAKISTAN                 USGS,2008-10-29 20:32:43,0 days 12:22:46
2008-11-10 10:22:02,37.565,95.83166666666666,19.0,6.4,6.4,,9,,"QINGHAI, CHINA           USGS",2008-11-10 10:22:02,11 days 13:49:19
2008-11-17 02:02:32,1.27,122.09,30.0,6.5,7.0,,9,,"MINAHASSA PEN.,SULAWESI  USGS",2008-11-17 02:02:32,6 days 15:40:30
2008-11-24 18:02:58,54.20166666666667,154.32166666666666,492.0,6.5,,1.0,9,,SEA OF OKHOTSK           USGS,2008-11-24 18:02:58,7 days 16:00:26
2008-12-04 08:16:53,38.52666666666666,143.21666666666667,24.0,6.1,6.1,3.0,2,64.0,FAR E OFF MIYAGI PREF    NPS,2008-12-04 08:16:53,9 days 14:13:55
2008-12-06 19:55:27,7.396666666666666,124.73666666666666,405.0,6.1,,,9,,BANDA SEA                USGS,2008-12-06 19:55:27,2 days 11:38:34
2008-12-09 03:39:09,53.00333333333333,106.82333333333334,10.0,6.2,5.9,,9,,SOUTHEAST INDIAN RIDGE   USGS,2008-12-09 03:39:09,2 days 07:43:42
2008-12-09 15:23:59,31.231666666666666,176.92333333333335,18.0,6.2,6.7,,9,,KERMADEC ISLANDS REGION  USGS,2008-12-09 15:23:59,0 days 11:44:50
2008-12-12 06:40:52,0.06,123.42666666666666,133.0,6.1,,,9,,"MINAHASSA PEN.,SULAWESI  USGS",2008-12-12 06:40:52,2 days 15:16:53
2008-12-20 19:29:16,36.53,142.7,0.0,6.6,6.2,3.0,3,113.0,FAR E OFF KANTO          NPS,2008-12-20 19:29:16,8 days 12:48:24
2008-12-21 18:16:40,36.6,142.465,0.0,6.2,5.9,3.0,2,70.0,FAR E OFF FUKUSHIMA PREF NPS,2008-12-21 18:16:40,0 days 22:47:24
2008-12-25 12:20:29,5.755,125.37166666666668,211.0,6.1,,,9,,"MINDANAO, PHILIPPINE IS. USGS",2008-12-25 12:20:29,3 days 18:03:49
2009-01-04 04:43:50,0.4133333333333333,132.885,17.0,6.6,7.5,,9,,"IRIAN JAYA, INDONESIA    USGS",2009-01-04 04:43:50,9 days 16:23:21
2009-01-04 07:33:40,0.69,133.305,23.0,6.7,7.4,,9,,"IRIAN JAYA, INDONESIA    USGS",2009-01-04 07:33:40,0 days 02:49:50
2009-01-16 02:49:37,46.995,155.16666666666666,30.0,7.4,7.8,2.0,8,400.0,FAR FIELD                NPS,2009-01-16 02:49:37,11 days 19:15:57
2009-01-23 05:16:34,7.306666666666667,128.56666666666666,147.0,6.1,,,9,,BANDA SEA                USGS,2009-01-23 05:16:34,7 days 02:26:57
2009-02-12 02:34:50,3.883333333333333,126.39666666666666,22.0,6.6,7.2,,9,,"TALAUD IS., INDONESIA    USGS",2009-02-12 02:34:50,19 days 21:18:16
2009-02-12 22:15:06,4.035,126.54833333333332,26.0,6.1,6.1,,9,,"TALAUD IS., INDONESIA    USGS",2009-02-12 22:15:06,0 days 19:40:16
2009-02-19 06:53:45,27.42333333333333,176.33,25.0,6.8,7.2,,9,,KERMADEC ISLANDS REGION  USGS,2009-02-19 06:53:45,6 days 08:38:39
2009-02-28 23:33:06,60.525,24.795,15.0,6.1,6.1,,9,,SOUTH SANDWICH ISLANDS   USGS,2009-02-28 23:33:06,9 days 16:39:21
2009-03-06 19:50:29,80.32333333333334,1.8516666666666663,9.0,6.6,6.5,,9,,NORTH OF SVALBARD        USGS,2009-03-06 19:50:29,5 days 20:17:23
2009-03-16 23:15:56,3.806666666666666,126.55166666666666,35.0,6.2,6.0,,9,,"TALAUD IS., INDONESIA    USGS",2009-03-16 23:15:56,10 days 03:25:27
2009-03-20 03:17:40,23.045,174.65833333333333,34.0,7.0,7.6,,9,,TONGA REGION             USGS,2009-03-20 03:17:40,3 days 04:01:44
2009-04-04 14:31:55,5.148333333333333,127.2,48.0,6.1,5.8,,9,,PHILIPPINE ISLANDS REG.  USGS,2009-04-04 14:31:55,15 days 11:14:15
2009-04-07 13:23:30,46.00666666666667,152.19166666666666,30.0,6.7,7.0,3.0,8,324.0,KURILE ISLANDS REGION    NPS,2009-04-07 13:23:30,2 days 22:51:35
2009-04-16 05:01:34,3.1166666666666667,100.46833333333332,20.0,6.1,6.4,,9,,"S SUMATERA, INDONESIA    USGS",2009-04-16 05:01:34,8 days 15:38:04
2009-04-16 23:57:06,60.20166666666667,26.856666666666666,20.0,6.2,6.8,,9,,SOUTH SANDWICH ISLANDS   USGS,2009-04-16 23:57:06,0 days 18:55:32
2009-04-19 04:17:55,45.99,152.07333333333332,30.0,6.5,7.0,3.0,8,324.0,KURILE ISLANDS REGION    NPS,2009-04-19 04:17:55,2 days 04:20:49
2009-05-16 09:53:52,31.51833333333333,178.79166666666666,55.0,6.1,,,9,,KERMADEC ISLANDS REGION  USGS,2009-05-16 09:53:52,27 days 05:35:57
2009-06-05 12:30:33,41.81166666666667,143.62,31.0,6.4,6.1,4.0,1,29.0,SE OFF ERIMOMISAKI       NPS,2009-06-05 12:30:33,20 days 02:36:41
2009-07-01 18:30:10,34.163333333333334,25.47,19.0,6.1,6.3,,9,,CRETE                    USGS,2009-07-01 18:30:10,26 days 05:59:37
2009-07-14 03:05:03,24.02166666666667,122.21666666666668,34.0,6.5,6.2,3.0,8,311.0,TAIWAN REGION            NPS,2009-07-14 03:05:03,12 days 08:34:53
2009-07-15 18:22:29,45.76166666666667,166.56166666666667,12.0,6.5,7.7,,9,,"OFF S ISL. W COAST, N.Z. USGS",2009-07-15 18:22:29,1 days 15:17:26
2009-08-04 02:59:56,29.03833333333333,112.90166666666669,10.0,6.2,,,9,,GULF OF CALIFORNIA       USGS,2009-08-04 02:59:56,19 days 08:37:27
2009-08-05 09:17:58,24.175,125.26333333333334,22.0,6.5,6.1,4.0,7,293.0,NEAR MIYAKOJIMA ISLAND   NPS,2009-08-05 09:17:58,1 days 06:18:02
2009-08-09 19:55:52,33.126666666666665,138.40333333333334,333.0,6.8,6.9,4.0,4,171.0,FAR S OFF TOKAI DISTRICT NPS,2009-08-09 19:55:52,4 days 10:37:54
2009-08-11 04:55:35,14.098333333333333,92.88666666666668,5.0,6.9,7.6,,9,,"ANDAMAN ISLANDS, INDIA   USGS",2009-08-11 04:55:35,1 days 08:59:43
2009-08-11 05:07:05,34.785,138.4983333333333,23.0,6.5,6.2,6.0,4,173.0,SOUTHERN SURUGA BAY REG  NPS,2009-08-11 05:07:05,0 days 00:11:30
2009-08-13 07:48:51,32.86833333333333,140.825,57.0,6.6,6.7,5.0,8,330.0,E OFF HACHIJOJIMA ISLAND NPS,2009-08-13 07:48:51,2 days 02:41:46
2009-08-16 16:38:21,1.4783333333333333,99.49,20.0,6.5,6.7,,9,,"S SUMATERA, INDONESIA    USGS",2009-08-16 16:38:21,3 days 08:49:30
2009-08-17 09:05:49,23.436666666666667,123.63333333333334,48.0,6.7,6.5,3.0,7,290.0,NEAR ISHIGAKIJIMA ISLAND NPS,2009-08-17 09:05:49,0 days 16:27:28
2009-08-17 19:10:54,23.276666666666667,123.67,42.0,6.6,5.8,2.0,7,290.0,NEAR ISHIGAKIJIMA ISLAND NPS,2009-08-17 19:10:54,0 days 10:05:05
2009-08-28 10:51:20,7.145,123.42666666666666,642.0,6.3,,,9,,BANDA SEA                USGS,2009-08-28 10:51:20,10 days 15:40:26
2009-08-30 23:51:32,15.221666666666668,172.57,11.0,6.4,6.3,,9,,SAMOA REGION             USGS,2009-08-30 23:51:32,2 days 13:00:12
2009-09-02 16:55:01,7.781666666666666,107.29666666666668,46.0,6.8,7.0,,9,,"JAWA, INDONESIA          USGS",2009-09-02 16:55:01,2 days 17:03:29
2009-09-08 01:12:22,10.196666666666667,110.62666666666668,23.0,6.1,5.9,,9,,"SOUTH OF JAWA, INDONESIA USGS",2009-09-08 01:12:22,5 days 08:17:21
2009-09-29 04:22:56,27.86833333333333,127.85666666666668,13.0,6.1,5.4,3.0,7,287.0,NW OFF OKINAWAJIMA IS    NPS,2009-09-29 04:22:56,21 days 03:10:34
2009-09-30 02:48:10,15.488333333333332,172.095,18.0,7.1,8.1,,9,,SAMOA REGION             USGS,2009-09-30 02:48:10,0 days 22:25:14
2009-09-30 19:16:09,0.7200000000000001,99.86666666666666,81.0,7.1,,,9,,"S SUMATERA, INDONESIA    USGS",2009-09-30 19:16:09,0 days 16:27:59
2009-10-04 02:36:06,23.61,121.59333333333332,74.0,6.3,6.1,2.0,8,311.0,TAIWAN REGION            NPS,2009-10-04 02:36:06,3 days 07:19:57
2009-10-04 19:58:00,6.74,123.37666666666668,620.0,6.4,,,9,,"MINDANAO, PHILIPPINE IS. USGS",2009-10-04 19:58:00,0 days 17:21:54
2009-10-08 06:41:13,4.078333333333333,122.37,574.0,6.3,,,9,,CELEBES SEA              USGS,2009-10-08 06:41:13,3 days 10:43:13
2009-10-08 07:03:14,13.005,166.51,45.0,6.4,7.3,,9,,VANUATU (NEW HEBRIDES)   USGS,2009-10-08 07:03:14,0 days 00:22:01
2009-10-08 08:13:48,13.091666666666669,166.49666666666667,31.0,6.4,7.2,,9,,VANUATU (NEW HEBRIDES)   USGS,2009-10-08 08:13:48,0 days 01:10:34
2009-10-12 12:15:47,17.098333333333333,66.68666666666667,10.0,6.2,6.0,,9,,MAURITIUS-REUNION REGION USGS,2009-10-12 12:15:47,4 days 04:01:59
2009-10-23 04:51:27,36.516666666666666,70.95,186.0,6.1,,,9,,"HINDU KUSH, AFGHANISTAN  USGS",2009-10-23 04:51:27,10 days 16:35:40
2009-10-24 23:40:43,6.131666666666667,130.385,130.0,6.7,,,9,,BANDA SEA                USGS,2009-10-24 23:40:43,1 days 18:49:16
2009-10-30 16:03:38,29.166666666666668,129.93666666666667,60.0,6.8,6.1,4.0,7,296.0,NEAR AMAMI-OSHIMA ISLAND NPS,2009-10-30 16:03:38,5 days 16:22:55
2009-11-02 19:47:13,24.12,175.17166666666665,9.0,6.1,6.1,,9,,SOUTH OF TONGA           USGS,2009-11-02 19:47:13,3 days 03:43:35
2009-11-09 04:41:43,8.206666666666667,118.63,18.0,6.3,6.5,,9,,"SUMBAWA, INDONESIA       USGS",2009-11-09 04:41:43,6 days 08:54:30
2009-11-09 19:44:54,17.235,178.335,591.0,6.6,,,9,,FIJI                     USGS,2009-11-09 19:44:54,0 days 15:03:11
2009-11-10 11:48:46,8.081666666666667,91.89833333333333,23.0,6.1,5.7,,9,,"NICOBAR ISLANDS, INDIA   USGS",2009-11-10 11:48:46,0 days 16:03:52
2009-11-13 12:05:57,19.39333333333333,70.32,27.0,6.2,6.4,,9,,NEAR COAST OF N CHILE    USGS,2009-11-13 12:05:57,3 days 00:17:11
2009-11-24 21:47:15,20.706666666666667,174.035,18.0,6.4,6.8,,9,,TONGA                    USGS,2009-11-24 21:47:15,11 days 09:41:18
2009-12-10 11:30:52,53.41666666666666,152.755,656.0,6.1,,,9,,SEA OF OKHOTSK           USGS,2009-12-10 11:30:52,15 days 13:43:37
2009-12-18 05:01:21,51.39666666666667,179.96166666666667,35.0,6.2,5.2,,9,,"RAT ISLANDS,ALEUTIAN IS. USGS",2009-12-18 05:01:21,7 days 17:30:29
2009-12-19 22:02:15,23.776666666666667,121.64666666666666,32.0,6.7,6.8,3.0,8,311.0,TAIWAN REGION            NPS,2009-12-19 22:02:15,1 days 17:00:54
2009-12-24 09:23:35,42.11666666666667,135.04666666666665,387.0,6.1,6.2,2.0,8,320.0,SEA OF JAPAN             NPS,2009-12-24 09:23:35,4 days 11:21:20
2009-12-26 17:57:27,5.53,131.20666666666668,83.0,6.1,,,9,,BANDA SEA                USGS,2009-12-26 17:57:27,2 days 08:33:52
2010-01-04 07:36:27,8.798333333333334,157.345,25.0,6.4,7.1,,9,,SOLOMON ISLANDS          USGS,2010-01-04 07:36:27,8 days 13:39:00
2010-01-05 21:15:32,9.018333333333333,157.55,15.0,6.2,6.7,,9,,SOLOMON ISLANDS          USGS,2010-01-05 21:15:32,1 days 13:39:05
2010-01-10 09:27:39,40.65166666666666,124.69166666666666,29.0,6.5,6.3,,9,,NEAR N CALIFORNIA COAST  USGS,2010-01-10 09:27:39,4 days 12:12:07
2010-02-06 13:44:56,46.56666666666667,153.32,30.0,6.1,6.4,,8,324.0,KURILE ISLANDS REGION,2010-02-06 13:44:56,27 days 04:17:17
2010-02-07 15:10:00,23.32,123.69333333333331,54.0,6.5,6.4,3.0,7,290.0,NEAR ISHIGAKIJIMA ISLAND NPS,2010-02-07 15:10:00,1 days 01:25:04
2010-02-16 06:51:47,7.216666666666667,128.72166666666666,126.0,6.4,,,9,,BANDA SEA                USGS,2010-02-16 06:51:47,8 days 15:41:47
2010-02-18 10:13:16,42.62,131.06333333333333,619.0,6.8,6.7,2.0,8,319.0,NEAR VLADIVOSTOK         NPS,2010-02-18 10:13:16,2 days 03:21:29
2010-02-27 05:31:25,25.918333333333333,128.68,37.0,7.2,7.0,5.0,7,294.0,NEAR OKINAWAJIMA ISLAND  NPS,2010-02-27 05:31:25,8 days 19:18:09
2010-02-27 15:34:11,36.12166666666667,72.89666666666666,23.0,7.2,8.5,,9,,NEAR COAST OF CEN. CHILE USGS,2010-02-27 15:34:11,0 days 10:02:46
2010-02-27 17:01:23,37.77166666666667,75.04666666666667,35.0,6.9,,,9,,OFF COAST OF CEN. CHILE  USGS,2010-02-27 17:01:23,0 days 01:27:12
2010-02-28 00:45:37,24.871666666666663,65.60166666666667,10.0,6.3,,,9,,"SALTA PROV., ARGENTINA   USGS",2010-02-28 00:45:37,0 days 07:44:14
2010-02-28 20:25:35,34.901666666666664,71.61666666666666,46.0,6.2,5.8,,9,,NEAR COAST OF CEN. CHILE USGS,2010-02-28 20:25:35,0 days 19:39:58
2010-03-04 09:18:49,23.00333333333333,120.59666666666666,0.0,6.4,6.8,,8,311.0,TAIWAN REGION            NPS,2010-03-04 09:18:49,3 days 12:53:14
2010-03-05 07:39:26,22.226666666666667,68.32666666666667,114.0,6.3,,,9,,NORTHERN CHILE           USGS,2010-03-05 07:39:26,0 days 22:20:37
2010-03-05 20:47:06,36.665,73.37333333333333,18.0,6.1,6.7,,9,,NEAR COAST OF CEN. CHILE USGS,2010-03-05 20:47:06,0 days 13:07:40
2010-03-08 18:47:07,19.361666666666668,145.20833333333334,477.0,6.5,6.0,,8,400.0,FAR FIELD                NPS,2010-03-08 18:47:07,2 days 22:00:01
2010-03-11 23:39:43,34.29,71.89,11.0,6.7,7.0,,9,,NEAR COAST OF CEN. CHILE USGS,2010-03-11 23:39:43,3 days 04:52:36
2010-03-11 23:55:27,34.325,71.79833333333333,18.0,6.5,,,9,,NEAR COAST OF CEN. CHILE USGS,2010-03-11 23:55:27,0 days 00:15:44
2010-03-13 01:50:01,34.23166666666667,71.91666666666667,7.0,6.1,5.4,,9,,NEAR COAST OF CEN. CHILE USGS,2010-03-13 01:50:01,1 days 01:54:34
2010-03-14 09:57:44,1.6916666666666669,128.135,53.0,6.3,,,9,,"HALMAHERA, INDONESIA     USGS",2010-03-14 09:57:44,1 days 08:07:43
2010-03-14 17:08:04,37.723333333333336,141.81666666666666,40.0,6.7,6.5,5.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2010-03-14 17:08:04,0 days 07:10:20
2010-03-26 23:52:07,27.951666666666668,70.82,42.0,6.2,5.9,,9,,NEAR COAST OF N CHILE    USGS,2010-03-26 23:52:07,12 days 06:44:03
2010-03-31 01:54:46,13.666666666666666,92.83,34.0,6.5,6.3,,9,,"ANDAMAN ISLANDS, INDIA   USGS",2010-03-31 01:54:46,4 days 02:02:39
2010-04-05 07:40:43,32.29666666666667,115.27666666666669,4.0,6.4,7.3,,9,,CALIF.-BAJA CALIF.BORDER USGS,2010-04-05 07:40:43,5 days 05:45:57
2010-04-05 19:05:46,0.1866666666666666,125.005,35.0,6.1,5.6,,9,,SOUTHERN MOLUCCA SEA     USGS,2010-04-05 19:05:46,0 days 11:25:03
2010-04-07 07:15:01,2.381666666666667,97.04666666666668,31.0,7.0,7.9,,9,,"N SUMATERA, INDONESIA    USGS",2010-04-07 07:15:01,1 days 12:09:15
2010-04-11 18:40:25,10.876666666666669,161.115,21.0,6.6,7.0,,9,,SOLOMON ISLANDS          USGS,2010-04-11 18:40:25,4 days 11:25:24
2010-04-14 08:49:38,33.165,96.54666666666668,17.0,6.5,7.0,,9,,"QINGHAI, CHINA           USGS",2010-04-14 08:49:38,2 days 14:09:13
2010-04-18 08:15:22,6.668333333333333,147.29,53.0,6.2,,,9,,"E NEW GUINEA REG.,P.N.G. USGS",2010-04-18 08:15:22,3 days 23:25:44
2010-04-26 11:59:49,22.21,123.825,50.0,6.6,6.6,2.0,7,291.0,FAR S OFF ISHIGAKIJIMA   NPS,2010-04-26 11:59:49,8 days 03:44:27
2010-05-03 19:27:44,29.726666666666667,141.49,65.0,6.1,6.3,2.0,8,331.0,NEAR TORISHIMA IS        NPS,2010-05-03 19:27:44,7 days 07:27:55
2010-05-06 11:42:47,18.05666666666667,70.54666666666667,37.0,6.7,5.9,,9,,NEAR COAST OF N CHILE    USGS,2010-05-06 11:42:47,2 days 16:15:03
2010-05-09 14:59:41,3.7466666666666666,96.01666666666668,38.0,6.6,7.3,,9,,"N SUMATERA, INDONESIA    USGS",2010-05-09 14:59:41,3 days 03:16:54
2010-05-24 07:46:52,13.926666666666666,74.35166666666667,101.0,6.3,,,9,,CENTRAL PERU             USGS,2010-05-24 07:46:52,14 days 16:47:11
2010-05-26 17:53:07,25.741666666666667,129.98833333333334,48.0,6.4,6.4,4.0,7,295.0,NEAR MINAMI-DAITOJIMA IS NPS,2010-05-26 17:53:07,2 days 10:06:15
2010-05-28 02:14:46,13.696666666666667,166.64166666666668,31.0,6.2,7.1,,9,,VANUATU (NEW HEBRIDES)   USGS,2010-05-28 02:14:46,1 days 08:21:39
2010-06-01 04:51:45,11.131666666666666,93.47,112.0,6.1,,,9,,"ANDAMAN ISLANDS, INDIA   USGS",2010-06-01 04:51:45,4 days 02:36:59
2010-06-13 04:26:50,7.88,91.935,35.0,7.0,7.5,,9,,"NICOBAR ISLANDS, INDIA   USGS",2010-06-13 04:26:50,11 days 23:35:05
2010-06-13 12:32:57,37.395,141.795,40.0,6.2,6.4,5.0,2,69.0,E OFF FUKUSHIMA PREF     NPS,2010-06-13 12:32:57,0 days 08:06:07
2010-06-16 12:16:27,2.1733333333333333,136.54166666666666,18.0,6.7,7.1,,9,,"IRIAN JAYA, INDONESIA    USGS",2010-06-16 12:16:27,2 days 23:43:30
2010-06-16 12:58:08,2.328333333333333,136.48333333333332,11.0,6.2,,,9,,"IRIAN JAYA, INDONESIA    USGS",2010-06-16 12:58:08,0 days 00:41:41
2010-06-18 11:23:00,44.59666666666666,149.195,30.0,6.5,7.0,3.0,1,25.0,SE OFF ETOROFU           NPS,2010-06-18 11:23:00,1 days 22:24:52
